addressid,customer_city,customer_country,customer_state,customer_zipcode,customer_streetname,customer_streetnumber
11412,Spring Valley,USA,NY,10977,Pleasant Leaf Thicket,3238
11413,Fremont,USA,CA,94536,Clear Key,8189
11414,Cumberland,USA,MD,21502,Silver Forest Vale,3915
11415,New York,USA,NY,10011,Emerald Route,7763
11416,Corona,USA,CA,92882,Heather River Pathway,9069
11417,Chicago,USA,IL,60626,Wishing Quail Ramp,8976
11418,Jacksonville,USA,NC,28540,Iron Park,409
11419,Caguas,Puerto Rico,PR,725,Broad Rise Expressway,1510
11420,Saint Paul,USA,MN,55112,Heather Road,3332
11421,Union,USA,NJ,7083,Indian Trail,5593
11422,Miami,USA,FL,33126,Dewy Forest Highway,2199
11423,Pharr,USA,TX,78577,Rustic End,7271
11424,Caguas,Puerto Rico,PR,725,Little Lagoon Avenue,340
11425,Caguas,Puerto Rico,PR,725,Foggy Turnabout,903
11426,Lenoir,USA,NC,28645,Thunder Pioneer Nook,5348
11427,Atlanta,USA,GA,30331,Burning Pony Cove,5385
11428,Aurora,USA,CO,80010,Middle Lagoon Downs,3853
11429,Houston,USA,TX,77015,Crystal Quail Jetty,5161
11430,Caguas,Puerto Rico,PR,725,Lost Way,245
11431,Chicago,USA,IL,60645,Crystal Plaza,414
11432,Buena Park,USA,CA,90620,Heather Dell,6828
11433,Tucson,USA,AZ,85713,Crystal Road,2458
11434,Caguas,Puerto Rico,PR,725,Rocky Rise Manor,5401
11435,Bronx,USA,NY,10458,Clear Way,1744
11436,Caguas,Puerto Rico,PR,725,Clear Branch Thicket,7463
11437,Bay Shore,USA,NY,11706,Cotton Mountain Terrace,67
11438,Vista,USA,CA,92083,Umber Cloud Street,5599
11439,Caguas,Puerto Rico,PR,725,Cotton Limits,2455
11440,Quincy,USA,IL,62301,Colonial Grounds,5292
11441,Chicago,USA,IL,60643,Cinder River Centre,6317
11442,Methuen,USA,MA,1844,Shady Pond Village,3959
11443,Miami,USA,FL,33155,Crystal Fox Terrace,9417
11444,Caguas,Puerto Rico,PR,725,Umber Village,4802
11445,Hialeah,USA,FL,33015,Silver Brook Square,2137
11446,Lakewood,USA,OH,44107,Red Cove ,1449
11447,Tempe,USA,AZ,85283,Green Cider Green,2749
11448,Chino Hills,USA,CA,91709,Tawny Zephyr Terrace,1800
11449,Caguas,Puerto Rico,PR,725,Silver Link,8906
11450,Caguas,Puerto Rico,PR,725,High Crescent,4385
11451,Murfreesboro,USA,TN,37130,Merry Gate Downs,3114
11452,Wyoming,USA,MI,49509,Wishing Creek Close,8219
11453,Salinas,USA,CA,93906,Burning Bluff Park,1440
11454,Caguas,Puerto Rico,PR,725,Red Spring Lane,1510
11455,Irwin,USA,PA,15642,Tawny Via ,1723
11456,Virginia Beach,USA,VA,23454,Silent Barn Subdivision,2721
11457,Harvey,USA,IL,60426,Old Hickory Bend,4135
11458,Freeport,USA,NY,11520,Hazy Cloud Trail,4280
11459,Plymouth,USA,MA,2360,Quiet Mountain Rise,6797
11460,Compton,USA,CA,90220,Gentle Bank,6471
11461,Bell Gardens,USA,CA,90201,Tawny Forest Estates,8968
11462,Memphis,USA,TN,38128,Stony Abbey,2000
11463,Placentia,USA,CA,92870,Clear Bend,5468
11464,Santa Ana,USA,CA,92703,Old Cloud Heath,5736
11465,San Diego,USA,CA,92129,Fallen Pony Cove,5721
11466,Tucson,USA,AZ,85719,Heather Barn Heath,4103
11467,Fond Du Lac,USA,WI,54935,Misty Rise Dell,2415
11468,San Antonio,USA,TX,78227,Jagged Embers By-pass,5594
11469,Santa Cruz,USA,CA,95060,Blue Mountain,7902
11470,El Cajon,USA,CA,92020,Heather Fox Ridge,8033
11471,Caguas,Puerto Rico,PR,725,Foggy Log Nook,8478
11472,Chicago,USA,IL,60608,Crystal Hill,5420
11473,Caguas,Puerto Rico,PR,725,Hidden Spring Cove,5761
11474,Charlotte,USA,NC,28205,Jagged Moor,1875
11475,Fullerton,USA,CA,92833,Velvet Fox Field,3100
11476,Buena Park,USA,CA,90620,Golden Point,6063
11477,Glendale,USA,AZ,85301,Round Willow Drive,436
11478,Caguas,Puerto Rico,PR,725,Dusty Cloud Gardens,5408
11479,Placentia,USA,CA,92870,Cozy Embers Island,6280
11480,Bronx,USA,NY,10463,Rocky Village,3760
11481,Caguas,Puerto Rico,PR,725,Broad Glade,1322
11482,Middletown,USA,OH,45044,Dusty Autoroute,379
11483,Caguas,Puerto Rico,PR,725,Rocky Pathway,5271
11484,Caguas,Puerto Rico,PR,725,Cinder Fawn Cape,6982
11485,New York,USA,NY,10003,Thunder Mountain,2407
11486,York,USA,PA,17404,Green Valley ,1285
11487,Caguas,Puerto Rico,PR,725,Cotton Wagon  Moor,6772
11488,Caguas,Puerto Rico,PR,725,Gentle Point,5546
11489,Jersey City,USA,NJ,7305,Easy Butterfly Centre,7697
11490,Chicago,USA,IL,60647,Thunder Butterfly Parkway,9255
11491,Bronx,USA,NY,10456,Pleasant Lagoon Stead,6554
11492,Lynnwood,USA,WA,98037,Lost Gate,3282
11493,Caguas,Puerto Rico,PR,725,Silver Wagon  Round,3996
11494,Saint Peters,USA,MO,63376,Blue Run,6715
11495,Caguas,Puerto Rico,PR,725,Velvet River Knoll,8615
11496,Saint Paul,USA,MN,55124,Harvest Mews,9557
11497,Los Angeles,USA,CA,90027,Amber Orchard,18
11498,Bronx,USA,NY,10456,Clear Parade,3204
11499,Caguas,Puerto Rico,PR,725,Silver Bend ,3614
11500,Fort Lauderdale,USA,FL,33324,Rustic Loop,2679
11501,Mesa,USA,AZ,85201,Stony Villas,8182
11502,Amarillo,USA,TX,79109,Quiet Lane,6826
11503,Caguas,Puerto Rico,PR,725,Heather Spring Wharf,8629
11504,Temecula,USA,CA,92592,Pleasant Barn Run,7601
11505,Caguas,Puerto Rico,PR,725,Burning Dale Highlands,1552
11506,Philadelphia,USA,PA,19104,Indian Bluff Cape,6908
11507,Honolulu,USA,HI,96822,Indian Rise Carrefour,3296
11508,Olathe,USA,KS,66062,Cozy Passage,8791
11509,San Ramon,USA,CA,94583,Dewy Island Bank,7360
11510,Modesto,USA,CA,95350,Velvet Grove ,5328
11511,Philadelphia,USA,PA,19134,Rocky Pond End,7000
11512,Columbia,USA,SC,29223,Amber Branch Glade,2959
11513,Baltimore,USA,MD,21215,Hazy Dale,245
11514,Caguas,Puerto Rico,PR,725,Amber Terrace,6980
11515,Modesto,USA,CA,95351,Rustic Inlet,9337
11516,Oxnard,USA,CA,93030,Tawny Panda Dell,5103
11517,Caguas,Puerto Rico,PR,725,Little Boulevard,6575
11518,Juana Diaz,Puerto Rico,PR,795,Grand Timber Canyon,2839
11519,Cumberland,USA,MD,21502,Emerald Island Plaza,5202
11520,Beaverton,USA,OR,97007,Cozy Bend ,1293
11521,Grove City,USA,OH,43123,Heather Falls,5423
11522,Chicago,USA,IL,60621,Burning Willow Extension,5674
11523,La Habra,USA,CA,90631,Burning Grove,3155
11524,Placentia,USA,CA,92870,Emerald Dale ,8416
11525,Rancho Cucamonga,USA,CA,91730,Foggy Pathway,5206
11526,Los Angeles,USA,CA,90001,Velvet Forest Field,1866
11527,Caguas,Puerto Rico,PR,725,Red Treasure Loop,4590
11528,Atlanta,USA,GA,30331,Bright Blossom Mall,2407
11529,San Juan,Puerto Rico,PR,921,Middle Berry Abbey,469
11530,Caguas,Puerto Rico,PR,725,Harvest Boulevard,6063
11531,Caguas,Puerto Rico,PR,725,Sleepy Manor ,6076
11532,Antioch,USA,TN,37013,Stony Branch Townline,4930
11533,Florissant,USA,MO,63033,Foggy Robin Valley,7715
11534,Lakewood,USA,OH,44107,Umber Crossing,5945
11535,Scottsdale,USA,AZ,85254,Broad Mall ,5452
11536,West Orange,USA,NJ,7052,Hidden Berry Campus,9929
11537,Caguas,Puerto Rico,PR,725,Gentle Treasure Extension,2557
11538,Caguas,Puerto Rico,PR,725,Colonial Shadow Maze,8773
11539,Caguas,Puerto Rico,PR,725,Clear Isle,1966
11540,Caguas,Puerto Rico,PR,725,Quiet Leaf View,1847
11541,Caguas,Puerto Rico,PR,725,Dewy Diversion,5237
11542,San Diego,USA,CA,92104,Merry Boulevard,9946
11543,Los Angeles,USA,CA,90037,Umber Prairie Wynd,7312
11544,Dearborn,USA,MI,48126,Harvest Front,1132
11545,Chicago,USA,IL,60634,Cozy Highway,7112
11546,Plano,USA,TX,75093,Round Barn Gate,3662
11547,Far Rockaway,USA,NY,11691,Silent Mall ,9916
11548,Newark,USA,DE,19711,Cinder Harbour,7810
11549,Tempe,USA,AZ,85283,Burning Cloud Abbey,4556
11550,Caguas,Puerto Rico,PR,725,Green Wagon Moor,8446
11551,Caguas,Puerto Rico,PR,725,Bright Lake Hollow,5104
11552,Far Rockaway,USA,NY,11691,Golden Line,6324
11553,Long Beach,USA,CA,90806,Grand Carrefour,3236
11554,Las Vegas,USA,NV,89101,Broad Pine Place,1550
11555,Opa Locka,USA,FL,33055,Golden Range,8410
11556,Miami,USA,FL,33165,Lazy Route,6692
11557,Washington,USA,DC,20020,Red Drive,1676
11558,Memphis,USA,TN,38111,Lazy Beacon Circuit,6953
11559,Paramount,USA,CA,90723,Jagged Wynd ,3142
11560,Caguas,Puerto Rico,PR,725,Rustic Townline,8860
11561,New Orleans,USA,LA,70117,Burning Extension ,9297
11562,Miami,USA,FL,33155,Golden Treasure Centre,7573
11563,San Jose,USA,CA,95124,Velvet Maze,6007
11564,Caguas,Puerto Rico,PR,725,Dewy Dell,2650
11565,Lancaster,USA,PA,17603,Cozy Spring Circuit,1555
11566,Jonesboro,USA,AR,72401,Middle Gate Towers,3549
11567,Caguas,Puerto Rico,PR,725,Bright Pines,7254
11568,Caguas,Puerto Rico,PR,725,Lazy Lane,6324
11569,Atlanta,USA,GA,30331,Pleasant Park,1706
11570,North Las Vegas,USA,NV,89030,Dusty Elk Island,9084
11571,Caguas,Puerto Rico,PR,725,Easy Lake Close,125
11572,Bronx,USA,NY,10466,Rocky Centre ,3216
11573,Elyria,USA,OH,44035,Wishing Front,3847
11574,New Bedford,USA,MA,2740,Merry Chase,2553
11575,Caguas,Puerto Rico,PR,725,Little Willow Estates,9753
11576,San Juan,Puerto Rico,PR,921,Golden View Pike,9393
11577,Caguas,Puerto Rico,PR,725,Bright Pioneer Lane,9832
11578,Upland,USA,CA,91786,Clear Rise Common,2122
11579,Caguas,Puerto Rico,PR,725,Stony Campus,9653
11580,Caguas,Puerto Rico,PR,725,Harvest Bluff View,6091
11581,Vega Baja,Puerto Rico,PR,693,Thunder Link,8860
11582,Caguas,Puerto Rico,PR,725,Cotton Island Chase,9596
11583,Bellflower,USA,CA,90706,Dewy Square,7502
11584,Raleigh,USA,NC,27610,Wishing Cider Link,4129
11585,Caguas,Puerto Rico,PR,725,Dewy Road,7017
11586,Caguas,Puerto Rico,PR,725,Cinder Corner ,3403
11587,Caguas,Puerto Rico,PR,725,Golden Court,9
11588,Cleveland,USA,OH,44102,Wishing Port,3481
11589,South Richmond Hill,USA,NY,11419,Fallen Mount,89
11590,Hollywood,USA,FL,33023,Cotton Forest Estates,6223
11591,Houston,USA,TX,77083,Little Leaf Ramp,9391
11592,Brooklyn,USA,NY,11208,Pleasant Mountain Corners,3853
11593,Caguas,Puerto Rico,PR,725,Colonial By-pass,4101
11594,Corona,USA,CA,92882,Shady Timber Valley,4388
11595,Caguas,Puerto Rico,PR,725,Hazy Pond Way,5443
11596,Caguas,Puerto Rico,PR,725,Shady Subdivision,640
11597,Caguas,Puerto Rico,PR,725,Tawny Glade,1220
11598,Beloit,USA,WI,53511,Grand Concession,1987
11599,Caguas,Puerto Rico,PR,725,Silent Meadow,4290
11600,Detroit,USA,MI,48205,Honey Heights,6867
11601,Brooklyn,USA,NY,11218,Burning Pike,6588
11602,Detroit,USA,MI,48238,Lost Acres,4971
11603,Chillicothe,USA,OH,45601,Emerald Mall ,2647
11604,San Benito,USA,TX,78586,Grand Link,7016
11605,Baltimore,USA,MD,21206,Burning Boulevard,2409
11606,Astoria,USA,NY,11103,Quiet Orchard,2488
11607,San Diego,USA,CA,92117,Rocky Loop,9524
11608,Caguas,Puerto Rico,PR,725,Tawny Nectar Link,733
11609,Phoenix,USA,AZ,85035,Silent Cove,3683
11610,Doylestown,USA,PA,18901,Little Mountain Front,8057
11611,Oxnard,USA,CA,93030,Heather Blossom Diversion,4583
11612,San Antonio,USA,TX,78207,Golden Concession,9881
11613,Vega Baja,Puerto Rico,PR,693,Rocky Bluff Gardens,5802
11614,West Lafayette,USA,IN,47906,Old Pine Boulevard,2459
11615,Cleveland,USA,OH,44105,Fallen Deer Isle,3482
11616,Caguas,Puerto Rico,PR,725,Noble Panda Moor,6179
11617,Caguas,Puerto Rico,PR,725,Hidden Elk Forest,7284
11618,Caguas,Puerto Rico,PR,725,Hidden Parade ,595
11619,Caguas,Puerto Rico,PR,725,Harvest Turnabout,9494
11620,Oakland,USA,CA,94601,Cinder Elk Moor,5292
11621,Brandon,USA,FL,33511,Cozy Vale,5423
11622,Caguas,Puerto Rico,PR,725,Colonial Village,4948
11623,Des Plaines,USA,IL,60016,Quaking Nook,8675
11624,Brooklyn,USA,NY,11226,Shady Round ,9099
11625,Brooklyn,USA,NY,11221,Red Carrefour,6534
11626,Westland,USA,MI,48185,Hazy Fox Falls,2075
11627,Hanover,USA,PA,17331,Quiet River Trail,2905
11628,Bellflower,USA,CA,90706,Misty Leaf Grove,7536
11629,Brooklyn,USA,NY,11216,Quaking Cider Highway,5735
11630,Marietta,USA,GA,30066,Crystal Mountain,1516
11631,Caguas,Puerto Rico,PR,725,Cotton Alley ,8906
11632,Medford,USA,MA,2155,Stony Nectar Pointe,6587
11633,Lawton,USA,OK,73505,Tawny Knoll,3665
11634,Chicago,USA,IL,60626,Iron Row,1454
11635,Caguas,Puerto Rico,PR,725,Red Landing,5497
11636,Caguas,Puerto Rico,PR,725,Clear Square,6332
11637,Caguas,Puerto Rico,PR,725,Jagged Apple Dale,4208
11638,Howell,USA,MI,48843,Round Dale Centre,830
11639,Caguas,Puerto Rico,PR,725,Umber Isle,6829
11640,Caguas,Puerto Rico,PR,725,Lazy Lookout,8261
11641,Caguas,Puerto Rico,PR,725,Rustic Bay,2580
11642,Philadelphia,USA,PA,19134,Blue Road,7368
11643,Oregon City,USA,OR,97045,Amber Pines,8776
11644,Caguas,Puerto Rico,PR,725,Amber Fawn Mews,4690
11645,Caguas,Puerto Rico,PR,725,Burning Limits,9533
11646,Compton,USA,CA,90220,Fallen Mountain Glade,1306
11647,Anaheim,USA,CA,92802,Cozy Island Common,7652
11648,Endicott,USA,NY,13760,Crystal Panda Mall ,8279
11649,Virginia Beach,USA,VA,23455,Umber Branch View,3826
11650,Los Angeles,USA,CA,90022,Jagged Thicket,4692
11651,Bronx,USA,NY,10466,Golden Point,8684
11652,Caguas,Puerto Rico,PR,725,Silent Cape ,3050
11653,Hamilton,USA,OH,45013,Pleasant Rise Falls,9439
11654,Quincy,USA,MA,2169,Umber Gardens,8426
11655,Bronx,USA,NY,10462,Noble Zephyr Promenade,4587
11656,Vega Baja,Puerto Rico,PR,693,Burning Edge,3719
11657,Caguas,Puerto Rico,PR,725,High Rabbit Mount,5078
11658,Merced,USA,CA,95340,Lazy Anchor Pines,8355
11659,Philadelphia,USA,PA,19148,Cinder Line,3204
11660,Arecibo,Puerto Rico,PR,612,Dusty Apple Range,3006
11661,Plymouth,USA,MA,2360,Burning Passage,3702
11662,Olathe,USA,KS,66062,Emerald Bay,4317
11663,Caguas,Puerto Rico,PR,725,Quiet Autumn Highway,2457
11664,Los Angeles,USA,CA,90044,Wishing Wagon  Cove,7620
11665,Caguas,Puerto Rico,PR,725,Dusty Route,2051
11666,Decatur,USA,GA,30032,Noble Embers Ridge,9526
11667,Caguas,Puerto Rico,PR,725,Red Branch Corner,3919
11668,San Marcos,USA,CA,92069,Fallen Bay,3649
11669,Orlando,USA,FL,32822,Misty Timber End,5406
11670,Forest Hills,USA,NY,11375,Grand Pine Gate,2385
11671,Caguas,Puerto Rico,PR,725,Grand Timber Ramp,4592
11672,Caguas,Puerto Rico,PR,725,Wishing Bend,5098
11673,Saint Paul,USA,MN,55112,Quaking Hickory Pines,9816
11674,Caguas,Puerto Rico,PR,725,Merry Maze,7334
11675,Palatine,USA,IL,60067,Hidden Dale Subdivision,3989
11676,Guaynabo,Puerto Rico,PR,969,Rustic Gate,697
11677,Caguas,Puerto Rico,PR,725,Honey Trail ,9627
11678,Caguas,Puerto Rico,PR,725,Colonial Treasure Line,632
11679,Tucson,USA,AZ,85713,Amber Deer Orchard,6049
11680,Caguas,Puerto Rico,PR,725,Noble Island,4271
11681,Caguas,Puerto Rico,PR,725,Grand Rabbit Farms,6292
11682,Caguas,Puerto Rico,PR,725,Quaking Deer Bend,5271
11683,Chicago,USA,IL,60660,Harvest Forest Boulevard,5959
11684,Spring Valley,USA,NY,10977,Cotton Pike,1213
11685,Los Angeles,USA,CA,90003,Quaking Trail,197
11686,New York,USA,NY,10031,Burning Horse Heath,5493
11687,Caguas,Puerto Rico,PR,725,Quaking Key,1613
11688,Opa Locka,USA,FL,33055,Old Link,3913
11689,La Mesa,USA,CA,91941,Little Leaf Ramp,9391
11690,Caguas,Puerto Rico,PR,725,Thunder Crossing,5652
11691,South El Monte,USA,CA,91733,Umber Sky Estates,1393
11692,Caguas,Puerto Rico,PR,725,Green Road,9741
11693,Tempe,USA,AZ,85283,Emerald Grove Dale,989
11694,Escondido,USA,CA,92025,Indian End,1378
11695,Caguas,Puerto Rico,PR,725,Hazy Promenade,6502
11696,Caguas,Puerto Rico,PR,725,Broad Byway,3874
11697,Newark,USA,OH,43055,Quaking Lookout,2220
11698,Hawthorne,USA,CA,90250,Dusty Autumn Meadow,3225
11699,Anaheim,USA,CA,92802,Lazy Corners,7787
11700,San Antonio,USA,TX,78240,Red Pines,7121
11701,Caguas,Puerto Rico,PR,725,Cozy Sky Trace,3627
11702,Eugene,USA,OR,97402,Burning Autumn Acres,3244
11703,Caguas,Puerto Rico,PR,725,Rustic Point,4028
11704,San Diego,USA,CA,92114,Dewy Hickory Ramp,4291
11705,Caguas,Puerto Rico,PR,725,Misty Carrefour,2395
11706,Bronx,USA,NY,10462,Stony Thicket ,8289
11707,Eugene,USA,OR,97405,Lazy Cove,6548
11708,Encinitas,USA,CA,92024,Shady Passage,5393
11709,Caguas,Puerto Rico,PR,725,Merry Canyon,1023
11710,Lancaster,USA,SC,29720,Lazy Route,6692
11711,Raleigh,USA,NC,27606,Honey Apple Route,7640
11712,Caguas,Puerto Rico,PR,725,Lost Corners,9543
11713,Daly City,USA,CA,94014,Burning Hollow,2289
11714,Metairie,USA,LA,70003,Burning Maze,2161
11715,Peoria,USA,AZ,85345,Merry Creek Mountain,318
11716,Fort Lauderdale,USA,FL,33313,Red Rabbit Pines,8612
11717,Caguas,Puerto Rico,PR,725,Sleepy Cider Acres,1533
11718,Roseville,USA,MI,48066,Hidden Pioneer Gate,4103
11719,San Antonio,USA,TX,78227,Honey Autumn Range,7308
11720,Caguas,Puerto Rico,PR,725,Emerald Pony Mountain,7106
11721,Detroit,USA,MI,48238,Lost Square,2584
11722,Caguas,Puerto Rico,PR,725,Sunny River Wharf,1812
11723,Caguas,Puerto Rico,PR,725,Hazy Wharf,263
11724,Ontario,USA,CA,91764,Tawny Park,4868
11725,Caguas,Puerto Rico,PR,725,Golden Butterfly Woods,1191
11726,Caguas,Puerto Rico,PR,725,Clear Beacon Extension,1411
11727,Caguas,Puerto Rico,PR,725,Hazy Oak Subdivision,1811
11728,Milwaukee,USA,WI,53209,Little Wharf,6214
11729,Las Vegas,USA,NV,89117,Silver View,9
11730,Caguas,Puerto Rico,PR,725,Umber Zephyr Inlet,4555
11731,Caguas,Puerto Rico,PR,725,Rocky Run,1596
11732,Caguas,Puerto Rico,PR,725,Lazy Sky Grove,8824
11733,Caguas,Puerto Rico,PR,725,Middle Shadow Run,9729
11734,Chicago,USA,IL,60622,Rocky Mountain By-pass,5567
11735,Chicago,USA,IL,60649,Colonial Parade,9720
11736,Caguas,Puerto Rico,PR,725,Amber Pioneer Alley,4293
11737,Rosemead,USA,CA,91770,Quiet Common,4173
11738,Caguas,Puerto Rico,PR,725,Wishing Stead,9986
11739,Muskegon,USA,MI,49442,Stony Elk Pike,6797
11740,San Marcos,USA,TX,78666,Harvest Apple Port,4435
11741,San Jose,USA,CA,95124,Blue Run,6715
11742,Denver,USA,CO,80219,Silver Fawn Hill,7573
11743,Caguas,Puerto Rico,PR,725,Lost Beacon Highway,8631
11744,Mission,USA,TX,78572,Tawny By-pass,2643
11745,Caguas,Puerto Rico,PR,725,Hazy Fox Falls,2075
11746,Caguas,Puerto Rico,PR,725,Grand Grove Forest,1185
11747,Compton,USA,CA,90220,Burning Pike ,6588
11748,Long Beach,USA,CA,90804,Red Wynd,5117
11749,Houston,USA,TX,77015,Noble Prairie Quay,9772
11750,Phoenix,USA,AZ,85032,Grand Rabbit Park,1453
11751,Morristown,USA,NJ,7960,Sleepy Pony Concession,9439
11752,Detroit,USA,MI,48224,Pleasant Abbey,444
11753,Fontana,USA,CA,92335,Crystal Campus,3481
11754,Caguas,Puerto Rico,PR,725,Rocky Lake Villas,690
11755,Mayaguez,Puerto Rico,PR,680,Jagged Hickory Extension,8662
11756,Bronx,USA,NY,10458,Wishing Nook,4775
11757,Caguas,Puerto Rico,PR,725,Quaking Lookout,2220
11758,Milford,USA,CT,6460,Iron Fawn Square,7570
11759,Caguas,Puerto Rico,PR,725,Cinder Dale,7798
11760,Tempe,USA,AZ,85282,Fallen View Beach,2231
11761,Las Vegas,USA,NV,89121,Noble Mall ,472
11762,Caguas,Puerto Rico,PR,725,Sunny Pond Island,7573
11763,Richardson,USA,TX,75080,Middle Panda Plaza,1688
11764,Wayne,USA,NJ,7470,Foggy Hill,8987
11765,Caguas,Puerto Rico,PR,725,Emerald Towers,9417
11766,Caguas,Puerto Rico,PR,725,Lost Fawn Parkway,4796
11767,Brooklyn,USA,NY,11211,Heather Gardens,7894
11768,Brooklyn,USA,NY,11238,Middle Zephyr Forest,6818
11769,San Francisco,USA,CA,94112,Hidden Prairie Trace,8885
11770,Memphis,USA,TN,38109,Jagged Brook Mall,3444
11771,Caguas,Puerto Rico,PR,725,Cinder Timber Valley,14
11772,Bend,USA,OR,97701,Stony Elk Hill,6026
11773,Norcross,USA,GA,30093,Cotton Circle,2749
11774,Caguas,Puerto Rico,PR,725,Merry Lagoon Freeway,8613
11775,Caguas,Puerto Rico,PR,725,Honey Harbour ,732
11776,San Diego,USA,CA,92105,Misty Zephyr Villas,6296
11777,Los Angeles,USA,CA,90066,Cozy Mountain Stead,1223
11778,Detroit,USA,MI,48205,Cotton Forest,9725
11779,Albuquerque,USA,NM,87111,Silent Alley,8620
11780,Caguas,Puerto Rico,PR,725,Burning Concession,4381
11781,Webster,USA,NY,14580,Bright Route ,8632
11782,Caguas,Puerto Rico,PR,725,Fallen Swale,676
11783,Silver Spring,USA,MD,20904,Misty Brook Highlands,952
11784,Caguas,Puerto Rico,PR,725,Green Farm,9234
11785,Caguas,Puerto Rico,PR,725,Golden Bluff Field,5486
11786,Caguas,Puerto Rico,PR,725,Thunder Knoll,896
11787,Caguas,Puerto Rico,PR,725,Misty Rabbit Autoroute,6704
11788,Fond Du Lac,USA,WI,54935,Gentle Spring Mews,29
11789,Caguas,Puerto Rico,PR,725,Velvet Forest Field,1866
11790,Carolina,Puerto Rico,PR,983,Thunder Boulevard,1513
11791,Caguas,Puerto Rico,PR,725,Colonial River Square,8004
11792,Placentia,USA,CA,92870,Emerald Dale,8416
11793,Bronx,USA,NY,10466,Noble Zephyr Promenade,4587
11794,West Covina,USA,CA,91790,Broad Beach,1613
11795,Caguas,Puerto Rico,PR,725,Round Path,8492
11796,Caguas,Puerto Rico,PR,725,Thunder Byway,4389
11797,Caguas,Puerto Rico,PR,725,Bright Estates,507
11798,Pompano Beach,USA,FL,33068,Noble Isle,5274
11799,Caguas,Puerto Rico,PR,725,Merry Hollow,2455
11800,Ontario,USA,CA,91761,Jagged Branch Avenue,588
11801,Caguas,Puerto Rico,PR,725,Merry Hills Orchard,6535
11802,West Chester,USA,PA,19380,Indian Campus,4971
11803,Caguas,Puerto Rico,PR,725,Sunny Spring Gate,5645
11804,Dallas,USA,TX,75231,Grand Diversion,9495
11805,Caguas,Puerto Rico,PR,725,Sleepy Trail,5035
11806,Caguas,Puerto Rico,PR,725,Umber Field,5257
11807,Marietta,USA,GA,30062,Foggy Woods,7121
11808,Caguas,Puerto Rico,PR,725,Honey Highlands,4916
11809,Detroit,USA,MI,48238,Wishing Fox Harbour,7962
11810,Elmhurst,USA,NY,11373,Gentle Fawn Round,2909
11811,New York,USA,NY,10031,Grand Cloud Farm,5505
11812,Caguas,Puerto Rico,PR,725,Umber Thicket,3212
11813,Joliet,USA,IL,60435,Pleasant Shadow Heights,610
11814,Caguas,Puerto Rico,PR,725,Rustic Pond Promenade,8560
11815,Saginaw,USA,MI,48601,Jagged Bank,2
11816,Ann Arbor,USA,MI,48103,Jagged Wagon Drive,9775
11817,New York,USA,NY,10025,Grand Hills Concession,2972
11818,Powder Springs,USA,GA,30127,Broad Downs,6270
11819,El Paso,USA,TX,79927,Pleasant Zephyr Route,6631
11820,San Diego,USA,CA,92126,Fallen Island,5597
11821,Caguas,Puerto Rico,PR,725,Blue Route,3183
11822,Greeley,USA,CO,80631,Wishing Pine Subdivision,4186
11823,Escondido,USA,CA,92027,Wishing Expressway ,9126
11824,Philadelphia,USA,PA,19140,Rocky Route,6891
11825,Detroit,USA,MI,48224,Thunder Goose Inlet,8546
11826,Wheaton,USA,IL,60187,Dusty Autoroute,2934
11827,Westminster,USA,CA,92683,Broad Falls,2002
11828,Garden Grove,USA,CA,92843,Burning Zephyr Mall ,5583
11829,Los Angeles,USA,CA,90023,Iron Ridge ,8055
11830,Caguas,Puerto Rico,PR,725,Pleasant Vista,4840
